English,Hungarian,promiscuous,kuszált
English,Hungarian,bud,bimbó
English,Hungarian,stunted,megrekedt
English,Hungarian,onset,fellépő
English,Hungarian,retain,megtartani
English,Hungarian,dispute,vita
English,Hungarian,acrimonious,elkeseredett
English,Hungarian,succumb,megadja magát
English,Hungarian,per se,önmagában
English,Hungarian,nibbler,rágcsáló
English,Hungarian,nibble,rágcsál
English,Hungarian,nausea,hányinger
English,Hungarian,fatigue,fáradtság
English,Hungarian,predominantly,túlnyomórészt
English,Hungarian,transient,átmeneti
English,Hungarian,disturbance,zavarás
English,Hungarian,low key,alacsony kulcs
English,Hungarian,contentious,vitás
English,Hungarian,mediated by,által közvetített
English,Hungarian,strain,törzs
English,Hungarian,begins to unravel,kezd kibontakozni
English,Hungarian,annum,évi
English,Hungarian,startling,ijesztő
English,Hungarian,subsequently,később
English,Hungarian,subdue,leigázni
English,Hungarian,dampening,csillapítás
English,Hungarian,nurtured,táplált
English,Hungarian,deprived,megfosztva
English,Hungarian,grooming,ápolás
English,Hungarian,mellow,érett
English,Hungarian,devised,kitalált
English,Hungarian,latch,retesz
English,Hungarian,snared,csapdába esett
English,Hungarian,dampen down,csillapítsa le
English,Hungarian,adrenal gland,mellékvese
English,Hungarian,pituitary,agyalapi
English,Hungarian,contemporary,kortárs
English,Hungarian,adrenal,mellékvese
English,Hungarian,defaulting,nemteljesítő
English,Hungarian,probe,szonda
English,Hungarian,predisposition,hajlam
English,Hungarian,malignant,rosszindulatú
English,Hungarian,leap,Ugrás
English,Hungarian,maroon,gesztenyebarna
English,Hungarian,gets deluted out,kimerül
English,Hungarian,deprected,elavult
English,Hungarian,deprecating,lejárató
English,Hungarian,presciently,előrelátóan
English,Hungarian,tended,gondozott
English,Hungarian,twitch,rángatózás
English,Hungarian,lumpy,darabos
English,Hungarian,fiddly,bonyodalmas
English,Hungarian,hamper,akadályoz
English,Hungarian,spatial,térbeli
English,Hungarian,tantalising,csábító
English,Hungarian,convulsive,görcsös
English,Hungarian,chunky,vaskos
English,Hungarian,residual,maradó
English,Hungarian,knuckle,ujjperec
English,Hungarian,underpinned,alátámasztott
English,Hungarian,wary of doing something,"óvakodik attól, hogy valamit csináljon"
English,Hungarian,tethered,lekötve
English,Hungarian,tether,póráz
English,Hungarian,murmur,moraj
English,Hungarian,confounding,zavaró
English,Hungarian,absence of evidence,bizonyíték hiánya
English,Hungarian,immensely,nagyon
English,Hungarian,relegate,száműz
English,Hungarian,relegated,visszaesett
English,Hungarian,succinctly,tömören
English,Hungarian,discontinued,megszakított
English,Hungarian,discount,kedvezmény
English,Hungarian,topple,ledönt
English,Hungarian,creed,hitvallás
English,Hungarian,paraphrased,átfogalmazva
English,Hungarian,prescient,előrelátó
English,Hungarian,postulated,feltételezett
English,Hungarian,disproportionate,aránytalan
English,Hungarian,disproportion,aránytalanság
English,Hungarian,testis,herék
English,Hungarian,unequivocal,egyértelmű
English,Hungarian,equivocal,kétértelmű
English,Hungarian,plausible,valószínű
English,Hungarian,Proceedings,Eljárás
English,Hungarian,evade,elkerülni
English,Hungarian,intriguing,érdekfeszítő
English,Hungarian,reconcile,kibékíteni
English,Hungarian,dampened,csillapított
English,Hungarian,conversely,fordítva
English,Hungarian,converse,társalog
English,Hungarian,disomy,diszómia
English,Hungarian,stride,lépés
English,Hungarian,imprinted,nyomott
English,Hungarian,stalemate,patt
English,Hungarian,poised,kiegyensúlyozott
English,Hungarian,nourish,táplál
English,Hungarian,in due course,kellő időben
English,Hungarian,fraternising,testvériség
English,Hungarian,preliminary,előzetes
English,Hungarian,surrogate,helyettes
English,Hungarian,heretical,eretnek
English,Hungarian,exaggerated,túlzott
English,Hungarian,transgenerational,transzgenerációs
English,Hungarian,heresy,eretnekség
English,Hungarian,hearsay,hallomás
English,Hungarian,kinked,megtört
English,Hungarian,banded,csíkos
English,Hungarian,unravel,megfejteni
English,Hungarian,feasible,megvalósítható
English,Hungarian,assess,felmérni
English,Hungarian,fraternal,testvéri
English,Hungarian,afflict,kínoz
English,Hungarian,drives a wedge between,éket ver közé
English,Hungarian,susceptibility,fogékonyság
English,Hungarian,goes awry,félremegy
English,Hungarian,awry,fonák
English,Hungarian,procession,felvonulás
English,Hungarian,judders,dörömböl
English,Hungarian,grasp,felfogni
English,Hungarian,self-perpetuating,önfenntartó
English,Hungarian,subtle,kifinomult
English,Hungarian,tentative,kísérleti
English,Hungarian,intimately,bensőségesen
English,Hungarian,intimitately,meghitten
English,Hungarian,concedes,elismeri
English,Hungarian,debilitating,legyengítő
English,Hungarian,motif,motívum
English,Hungarian,repression,elnyomás
English,Hungarian,drily,szárazon
English,Hungarian,stomping ground,taposóföld
English,Hungarian,profound,mély
English,Hungarian,bladder,hólyag
English,Hungarian,yield,hozam
English,Hungarian,Unyielding,Hajthatatlan
English,Hungarian,mingle,keveredik
English,Hungarian,susceptible,fogékony
English,Hungarian,suspectible,gyanús
English,Hungarian,cartilage,porc
English,Hungarian,troughs,vályúk
English,Hungarian,gland,mirigy
English,Hungarian,furore,izgalom
English,Hungarian,nurture,táplálkozás
English,Hungarian,ubiquity,mindenütt jelenléte
English,Hungarian,blubber,bálnazsír
English,Hungarian,proportion,arány
English,Hungarian,lye,lúg
English,Hungarian,Chiropractic,Csontkovács
Hungarian,English,savas,acidic
English,Hungarian,adequate,megfelelő
English,Hungarian,facilitating,megkönnyítése
English,Hungarian,displaced,kiszorított
English,Hungarian,ubiquitous,mindenütt jelenlévő
English,Hungarian,detrimental,hátrányos
English,Hungarian,akin to something,valamihez hasonló
English,Hungarian,to gauge,felmérni
English,Hungarian,refutes,cáfolja
English,Hungarian,deliberate,szándékos
English,Hungarian,suffering,szenvedő
English,Hungarian,attrition,kopás
English,Hungarian,Fond,Kedvel
English,Hungarian,insufferable,kibírhatatlan
English,Hungarian,epithelial,hám
English,Hungarian,mucus layer,nyálkaréteg
English,Hungarian,induce,indukál
English,Hungarian,hallmark,fémjel
English,Hungarian,gradually,fokozatosan
English,Hungarian,vermin,féreg
English,Hungarian,abundance,bőség
English,Hungarian,moist,nedves
English,Hungarian,bloodvessel,véredény
English,Hungarian,nostrils,orrlyukak
English,Hungarian,mucous membrane,nyálkahártya
English,Hungarian,unhinged,csukló nélkül
English,Hungarian,cardiovascular,szív- és érrendszeri
English,Hungarian,intricate,bonyolult
English,Hungarian,inoculation,oltás
English,Hungarian,marvelous,csodálatos
English,Hungarian,ailments,betegségek
English,Hungarian,pariah,pária
English,Hungarian,inert,közömbös
English,Hungarian,primordial,ősi
English,Hungarian,inflammation,gyulladás
English,Hungarian,rodent,rágcsáló
English,Hungarian,ovaries,petefészek
English,Hungarian,precursor,prekurzor
English,Hungarian,entrenched,meggyökeresedett
English,Hungarian,abdomen,has
English,Hungarian,locusts,sáskák
English,Hungarian,satiates,telít
English,Hungarian,pundit,tudós
English,Hungarian,malnutrition,alultápláltság
English,Hungarian,legumes,hüvelyesek
English,Hungarian,prolongation,meghosszabbítás
English,Hungarian,promulgator,kihirdető
English,Hungarian,disseminate,terjesztése
English,Hungarian,abuzz,zümmögő
English,Hungarian,frailty,törékenység
English,Hungarian,seldom,ritkán
English,Hungarian,medley,egyveleg
English,Hungarian,melange,melange
English,Hungarian,blunt the effect,tompítsa a hatást
English,Hungarian,rejuvenation,megfiatalodás
English,Hungarian,fermentation,erjesztés
English,Hungarian,residues,maradványok
English,Hungarian,faint,elájul
English,Hungarian,reside,lakik
English,Hungarian,designated,kijelölt
English,Hungarian,disclose,nyilvánosságra hozni
English,Hungarian,trace,nyom
English,Hungarian,fractionating,frakcionáló
English,Hungarian,revolt,lázadás
English,Hungarian,frontier,határ
English,Hungarian,famine,éhínség
English,Hungarian,I still haven't got hold of a product,Én még nem szereztem egy termék
English,Hungarian,dismantle,szétszerelni
English,Hungarian,lullaby,altató
English,Hungarian,prodigy,csoda
English,Hungarian,tranquility,nyugalom
English,Hungarian,tranqulity,nyugalom
English,Hungarian,second wind,második szél
English,Hungarian,treachery,árulás
English,Hungarian,eroded,erodált
English,Hungarian,sturdy,erős
English,Hungarian,indispensable,elengedhetetlen
English,Hungarian,sow,koca
English,Hungarian,valor,bátorság
English,Hungarian,underdog,hátrányos helyzetű
English,Hungarian,tribute,tisztelgés
English,Hungarian,entail,hitbizomány
English,Hungarian,the President extended his condolences to the families of the victims.,az elnök részvétét fejezte ki az áldozatok családjaival.
English,Hungarian,shove,lök
English,Hungarian,bribe,veszteget
English,Hungarian,exempt,mentes
English,Hungarian,avert,elhárít
English,Hungarian,a digest is a compilation or summary of material or information,az emésztés anyag vagy információ összeállítása vagy összefoglalása
English,Hungarian,percussive playing,ütős játék
English,Hungarian,percussive,ütköző
English,Hungarian,slum,nyomornegyed
English,Hungarian,tenant,bérlő
English,Hungarian,evict,megszerez
English,Hungarian,never ceases to impress,soha nem hagyja abba a benyomást
English,Hungarian,ceases,megszűnik
English,Hungarian,ensemble,együttes
English,Hungarian,disposable,rendelkezésre álló
English,Hungarian,disposable,eldobható
English,Hungarian,this video had to get made,ezt a videót el kellett készíteni
English,Hungarian,denoting,jelölő
English,Hungarian,endeavor,törekvés
English,Hungarian,intimidating,megfélemlítő
English,Hungarian,designate,kijelöl
English,Hungarian,shelling,bombázás
English,Hungarian,seized,lefoglalt
English,Hungarian,staggering,tántorgó
English,Hungarian,burden,teher
English,Hungarian,defy,dacol
English,Hungarian,Counterfeiting,hamisítás
English,Hungarian,tyranny,zsarnokság
English,Hungarian,agnostic,szabadgondolkodó
English,Hungarian,resemble,hasonlítanak
English,Hungarian,ternery,hármas
English,Hungarian,it has its own new concepts to embark upon,"megvannak a saját új koncepciói, amelyeket fel kell venni"
English,Hungarian,dissolve,feloldódik
English,Hungarian,emit,kibocsát
English,Hungarian,inconceivable,elképzelhetetlen
English,Hungarian,Water vapor,Vízpára
English,Hungarian,livestock,állatállomány
English,Hungarian,arid,száraz
English,Hungarian,hyperbole,túlzás
English,Hungarian,wicked,gonosz
English,Hungarian,abundant,bőséges
English,Hungarian,fuzzy,elmosódott
English,Hungarian,hoist,emelő
English,Hungarian,advocate,szószólója
English,Hungarian,abides,tartja magát
English,Hungarian,ditches,árkok
English,Hungarian,convey,közvetít
English,Hungarian,gourmet,ínyenc
English,Hungarian,austerity,megszorító
English,Hungarian,revolve,forog
English,Hungarian,baffled,megzavarodott
English,Hungarian,obligations,kötelezettségek
English,Hungarian,dread,retteg
English,Hungarian,booze,nyakal
English,Hungarian,hatch,nyílás
English,Hungarian,overdo,túloz
English,Hungarian,overboard,túlzott
English,Hungarian,unease,nyugtalanságot
English,Hungarian,encounter,találkozás
English,Hungarian,brine,sóoldattal
English,Hungarian,soothing,enyhítő
English,Hungarian,harsh,durva
English,Hungarian,tension,feszültség
English,Hungarian,intimidated,megfélemlített
English,Hungarian,self-esteem,önbecsülés
English,Hungarian,rejoice,örüljetek
English,Hungarian,unwed,hajadon
English,Hungarian,waning,fogyó
English,Hungarian,lean on you,támaszkodjon rád
English,Hungarian,will be in vain,hiába lesz
English,Hungarian,negligible,elhanyagolható
English,Hungarian,berserker,dühödt
English,Hungarian,berserk,megvadult
English,Hungarian,drudgery,robotolás
English,Hungarian,exceed,meghaladja
English,Hungarian,Inevitable,Elkerülhetetlen
English,Hungarian,implication,vonatkozások
English,Hungarian,decayed,lesüllyedt
English,Hungarian,atrocious,kegyetlen
Hungarian,English,csuszka,slider
English,Hungarian,acquainted,ismerkedés
English,Hungarian,acquainted with it,megismerni
English,Hungarian,shards of glass flew in all directions,üvegszalagok minden irányba repültek
English,Hungarian,"a shard is a piece of broken ceramic, metal, glass, or rock, typically having sharp edges","egy cserépdarab egy darab törött kerámia, fém, üveg, vagy kőzet, jellemzően éles szélek"
English,Hungarian,"a shard is a piece of broken ceramic, metal, glass, or rock, typically having sharp edges","egy szitán törött kerámia, fém, üveg vagy szikla darabja, melynek tipikusan éles széle van"
English,Hungarian,makes a trade-off between efficiency and consistency,kompromisszumot teremt a hatékonyság és a következetesség között
English,Hungarian,premature optimizations,korai optimalizálás
English,Hungarian,facade,épülethomlokzat
English,Hungarian,convoluted,csavart
English,Hungarian,composable,alakítható
English,Hungarian,inherently,eredendően
English,Hungarian,keenly,lelkesen
English,Hungarian,depict that,"ábrázolják, hogy"
English,Hungarian,backpressure,ellennyomás
English,Hungarian,tenets,tanait
English,Hungarian,thrive,gyarapszik
English,Hungarian,preceding,megelőző
English,Hungarian,sordid,mocskos
English,Hungarian,this cannot be overstated,ezt nem lehet eléggé hangsúlyozni
English,Hungarian,dissing,szidás
English,Hungarian,cultivated,művelt
English,Hungarian,plays a trump,játszik adu
English,Hungarian,Cascading,Cascading
English,Hungarian,denote,jelöli
English,Hungarian,calamity,csapás
English,Hungarian,emphasize,hangsúlyt helyez
English,Hungarian,handout,kiosztás
English,Hungarian,tranquil,nyugodt
English,Hungarian,biases,torzítások
English,Hungarian,contrary,ellentétes
English,Hungarian,turmeric,kurkuma
English,Hungarian,illiterate,írástudatlan
English,Hungarian,invariably,változatlanul
English,Hungarian,neatly,rendesen
English,Hungarian,eagerly,mohón
Hungarian,English,csalodás,disappointment
English,Hungarian,glance,pillantás
English,Hungarian,Viable,Életképes
English,Hungarian,Assumption,Feltevés
English,Hungarian,oblivious,feledékeny
Hungarian,English,karbantartó,maintenance
English,Hungarian,conjunction,kötőszó
English,Hungarian,inevitably,elkerülhetetlenül
English,Hungarian,tedious,unalmas
English,Hungarian,resilience,ellenálló képesség
English,Hungarian,disposal,ártalmatlanítása
English,Hungarian,nihilism,nihilizmus
English,Hungarian,sorrow,bánat
English,Hungarian,decouple,függetleníteni
English,Hungarian,last straw,az utolsó csepp a pohárban
English,Hungarian,inevitable,elkerülhetetlen
English,Hungarian,opt for,választani
English,Hungarian,coupled,összekapcsolt
English,Hungarian,loose,laza
English,Hungarian,Facade,épülethomlokzat
English,Hungarian,circumstance,körülmény
English,Hungarian,particular,különös
English,Hungarian,crucial,alapvető
English,Hungarian,rely,támaszkodni
English,Hungarian,solely,kizárólag
English,Hungarian,dispenser,elosztó
English,Hungarian,devious,fondorlatos
English,Hungarian,blithely,naivan
English,Hungarian,I've been dismayed to discover,"Már rettegtem, hogy felfedezem"
English,Hungarian,dismayed to discover,megdöbbenve felfedezni
English,Hungarian,dismayed,megdöbbent
English,Hungarian,insubstantial,képzeletbeli
English,Hungarian,lenient,elnéző
English,Hungarian,spikes,tüskék
Hungarian,English,kemény,chimney
English,Hungarian,firm,cég
English,Hungarian,Let's rectify that.,Javítsuk ki.
English,Hungarian,stark,merev
English,Hungarian,spare,tartalék
English,Hungarian,sparing,takarékos
English,Hungarian,sparingly,takarékosan
English,Hungarian,ceremonious,ünnepélyes
English,Hungarian,lump sum of,egyösszegű
English,Hungarian,forfeit,elveszít
English,Hungarian,forfeit,bánatpénz
English,Hungarian,notorious,hirhedt
Hungarian,English,megtevesztes,deception
English,Hungarian,pushover,könnyű eset
English,Hungarian,high maintenance,magas fenntartási
English,Hungarian,narrow,keskeny
English,Hungarian,has a panoply of,van egy sereg
English,Hungarian,its lack of versatility,a sokoldalúság hiánya
English,Hungarian,remarkable for,figyelemre méltó
English,Hungarian,gets tampered with,manipulálják
English,Hungarian,tampered,manipulálták
English,Hungarian,vast,hatalmas
English,Hungarian,we must prepend the directory name,kell az elé a könyvtár neve
English,Hungarian,breathe,lélegzik
English,Hungarian,trait,jellemvonás
English,Hungarian,adhere,tapad
English,Hungarian,omit,kihagyja
English,Hungarian,buckled,csatos
English,Hungarian,ambiguity,kétértelműség
English,Hungarian,rural,vidéki
English,Hungarian,Cherry-pick,Meggyszedés
English,Hungarian,reject,elutasít
English,Hungarian,eject,kilövell
English,Hungarian,gimmick,ravasz trükk
English,Hungarian,Unease,nyugtalanságot
English,Hungarian,tranquilizer,nyugtató
English,Hungarian,cozy,kényelmes
English,Hungarian,dreadlocks,rasztahaj
English,Hungarian,dreadlock,Dreadlock
English,Hungarian,deceive,becsap
English,Hungarian,derives,ered
English,Hungarian,dugout,lövészárok
English,Hungarian,rinse and repeat,öblítsük le és ismételjük meg
English,Hungarian,act up,valaminek megfelelően jár el
English,Hungarian,wives,feleségek
English,Hungarian,forsaken,elhagyott
English,Hungarian,rudimentary,kezdetleges
English,Hungarian,flushed,kipirult
English,Hungarian,defensively to prevent unexpected problems,védekező módon megelőzni a váratlan problémákat
English,Hungarian,coercion,kényszerítés
English,Hungarian,literal,szó szerinti
English,Hungarian,backticks,fordított aposztróffal
English,Hungarian,haphazardly,összevissza
English,Hungarian,firmer,feszesebb
English,Hungarian,Eloquent,Ékesszóló
English,Hungarian,intrinsic,belső
English,Hungarian,brawl,pörlekedik
English,Hungarian,tissue,szövet
English,Hungarian,elaborate,bonyolult
English,Hungarian,Descriptors,Leírók
English,Hungarian,voucher,utalvány
English,Hungarian,Tedious,Unalmas
English,Hungarian,moody,rosszkedvű
English,Hungarian,budget,költségvetés
English,Hungarian,gross,bruttó
English,Hungarian,disguise,elrejt
English,Hungarian,fundamentally,alapvetően
English,Hungarian,esoteric,rejtett
English,Hungarian,niceties,apró örömök
English,Hungarian,concise,tömör
English,Hungarian,despair,kétségbeesés
English,Hungarian,orphanage,árvaház
English,Hungarian,pursue,folytat
English,Hungarian,coating,bevonat
English,Hungarian,stakeholders,érdekeltek
English,Hungarian,liaise,kapcsolattartás
English,Hungarian,procrastinating,procrastinating
English,Hungarian,schedule,menetrend
Hungarian,English,előfeltételek,Prerequisites
English,Hungarian,prerequisites,előfeltételek
English,Hungarian,substitute,helyettes
English,Hungarian,substitution,helyettesítés
English,Hungarian,real estate,ingatlan
English,Hungarian,vastly,mérhetetlenül
English,Hungarian,makes it prone,hajlamossá teszi
English,Hungarian,foreseeable future,belátható jövőben
English,Hungarian,velocity,sebesség
English,Hungarian,annealing,hőkezelés
English,Hungarian,bondage,fogság
English,Hungarian,embodies,megtestesít
English,Hungarian,salvation,megváltás
English,Hungarian,fed up,torkig van
Hungarian,English,elegem lett,I had enough
English,Hungarian,absence,távollét
English,Hungarian,absent,hiányzó
English,Hungarian,exposure,exponálás
English,Hungarian,verbose,bőbeszédű
English,Hungarian,epoch,korszak
English,Hungarian,prone,hajlamosak
English,Hungarian,prone,elterült
English,Hungarian,recap,újrafutóz
English,Hungarian,digest,megemészteni
English,Hungarian,steep,meredek
English,Hungarian,dense,sűrű
English,Hungarian,arbitrary,önkényes
English,Hungarian,realization,megvalósítás
English,Hungarian,total net worth,teljes nettó vagyon
English,Hungarian,bleaker,bleaker
English,Hungarian,derides,kigúnyolja
English,Hungarian,Correlation,Összefüggés
English,Hungarian,standard deviation,szórás
English,Hungarian,deviation,eltérés
English,Hungarian,spread,terjedését
English,Hungarian,mean,átlagos
English,Hungarian,goof up,elbaltáz
English,Hungarian,predominate,túlsúlyban van
English,Hungarian,proposal,javaslat
English,Hungarian,evaluation,értékelés
English,Hungarian,regression,regresszió
English,Hungarian,classification,osztályozás
English,Hungarian,constitutes,minősül
English,Hungarian,veracity,igazmondás
English,Hungarian,variety,fajta
English,Hungarian,data acquisition,adatgyűjtés
